#DataThief /Users/stan/Downloads/./sno_pmt.png Tuesday 26-Jul-2011 3:31:47 PM
0.0, -183.8939
5.8016, -183.8698
12.812, -183.8456
19.8225, -183.8215
26.8329, -183.7974
33.8433, -183.7732
38.0659, -180.2494
38.0889, -175.3362
36.7163, -169.0241
36.749, -162.0053
36.7818, -154.9865
36.8145, -147.9677
36.8473, -140.9489
36.8801, -133.9301
37.6139, -126.9089
38.3477, -119.8877
36.975, -113.5756
35.6025, -107.2635
35.6352, -100.2447
34.9668, -93.2283
34.2953, -86.9138
35.7269, -80.592
39.2616, -74.263
43.4908, -69.3354
48.4178, -65.1072
54.0359, -62.9823
60.3584, -60.1531
62.491, -53.8289
67.418, -49.6008
72.3449, -45.3726
77.2719, -41.1444
82.9032, -36.212
89.9136, -36.1878
91.3418, -30.568
94.8667, -26.3446
97.7004, -20.0181
99.8296, -14.3958
101.2646, -7.3721
101.9984, -0.3509
101.3203, 4.5598
100.652, 11.5762
98.5783, 17.8859
96.5013, 23.4937
93.7267, 29.801
90.2477, 35.404
86.0644, 40.3026
81.18, 45.1989
76.2924, 49.3933
71.4015, 52.8858
65.8094, 56.376
60.2176, 59.866
54.6223, 62.6543
48.326, 65.4401
42.7275, 67.5264
36.428, 69.6104
30.1252, 70.9924
23.8223, 72.3745
16.8185, 73.7541
10.5124, 74.4343
3.5051, 75.1121
-3.5051, 75.0879
-10.5156, 75.0638
-16.8316, 73.6383
-23.8453, 72.9123
-30.1612, 71.4868
-36.4804, 69.3595
-42.7995, 67.2322
-48.4178, 65.1072
-54.7403, 62.278
-60.3617, 59.4512
-65.983, 56.6244
-71.6111, 52.3938
-76.5348, 48.8675
-82.1628, 44.6369
-87.093, 39.7069
-90.6212, 34.7816
-94.1526, 29.1546
-97.5145, 22.2998
-99.1123, 17.9076
-101.2449, 11.5834
-101.9787, 4.5622
-102.0115, -2.4566
-101.3399, -8.7711
-100.6716, -15.7875
-98.5979, -22.0972
-95.8167, -27.0007
-93.0421, -33.308
-88.8587, -38.2067
-83.9744, -43.1029
-79.09, -47.9992
-74.1991, -51.4917
-69.3082, -54.9843
-63.7162, -58.4744
-58.1243, -61.9645
-52.5257, -64.0508
-46.9338, -67.5409
-42.0527, -73.1391
-39.2715, -78.0426
-36.4968, -84.3498
-35.8252, -90.6644
-37.2601, -97.688
-37.2894, -104.0049
-36.6213, -111.0213
-40.1527, -116.6484
-40.1822, -122.9654
-40.2149, -129.9842
-38.8423, -136.2963
-38.8751, -143.3151
-38.9078, -150.3338
-38.9405, -157.3527
-38.9734, -164.3715
-39.0061, -171.3902
-41.8365, -177.015
-41.1649, -183.3295
-34.8588, -184.0097
#-27.8484, -183.9855
#-20.838, -183.9614
#-13.8276, -183.9373
#-6.8171, -183.9132
#-3.3119, -183.9011
